client_id,samples,positives,negatives,positive_ratio,negative_ratio,label_entropy
383,11,0,11,0.0,1.0,0.0
384,11,0,11,0.0,1.0,0.0
385,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
386,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
387,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
388,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
389,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
390,11,4,7,0.36363636363636365,0.6363636363636364,0.9456603046006401
391,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
392,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
393,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
394,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
395,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
396,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
397,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
398,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
399,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
400,11,0,11,0.0,1.0,0.0
401,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
402,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
403,11,0,11,0.0,1.0,0.0
404,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
405,11,0,11,0.0,1.0,0.0
406,11,0,11,0.0,1.0,0.0
407,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
408,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
409,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
410,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
411,11,0,11,0.0,1.0,0.0
412,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
413,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
414,11,0,11,0.0,1.0,0.0
415,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
416,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
417,11,0,11,0.0,1.0,0.0
418,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
419,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
420,11,0,11,0.0,1.0,0.0
421,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
422,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
423,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
424,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
425,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
426,11,3,8,0.2727272727272727,0.7272727272727273,0.8453509366224364
427,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
428,11,2,9,0.18181818181818182,0.8181818181818182,0.6840384356390418
429,11,1,10,0.09090909090909091,0.9090909090909091,0.4394969869215134
